ticket_id,customer_id,created_at,updated_at,category,subcategory,priority,status,subject,description,channel,agent,first_response_at,resolved_at,satisfaction_score
TKT-00335,CUST-2645,2025-05-31 08:56:00,2025-06-02 11:26:00,Billing,,Medium,Closed,Promotional pricing not applied,I see a $49.99 charge but my plan should be $29.99. Please explain this discrepancy.,Chat,Sarah Johnson,2025-05-31 18:45:00,2025-06-01 14:24:00,3.2
TKT-00336,CUST-7696,2025-03-03 06:38:00,2025-03-04 06:24:00,Technical Issue,,High,In Progress,Memory leak in application,I'm getting intermittent errors when trying to save my work. Data is being lost.,Chat,Tom Baker,2025-03-03 10:52:00,,4.5
TKT-00337,CUST-5231,2025-02-27 23:28:00,2025-03-02 21:47:00,Billing,,Medium,Closed,Charge after cancellation,The promotional pricing I signed up for is not reflected in my latest bill.,Chat,Rachel Green,2025-02-28 04:37:00,2025-03-02 18:27:00,4.2
TKT-00338,CUST-3813,2025-05-09 12:38:00,2025-05-11 19:13:00,Billing,,Medium,Closed,Monthly bill too high,I see a $49.99 charge but my plan should be $29.99. Please explain this discrepancy.,Web,Mike Chen,2025-05-09 15:45:00,2025-05-11 18:30:00,3.3
TKT-00339,CUST-7024,2025-05-08 17:06:00,2025-05-10 17:39:00,Billing,,Medium,Resolved,Unexpected fee on my account,The promotional pricing I signed up for is not reflected in my latest bill.,Phone,Mike Chen,2025-05-08 18:39:00,2025-05-10 03:14:00,5.0
TKT-00340,CUST-2915,2025-04-29 04:44:00,2025-04-29 07:29:00,Product Issue,,Medium,In Progress,Quality below expectations,I ordered size Large but received a Medium. The label on the product says Medium.,Phone,Chris Lee,2025-04-29 07:42:00,,3.6
TKT-00341,CUST-8181,2025-03-30 11:19:00,2025-04-01 18:27:00,Technical Issue,,Critical,Resolved,Data sync not working,I've been experiencing slow loading times for the past week. Pages take over 30 seconds to load.,Phone,Emily Rodriguez,2025-03-30 18:08:00,2025-04-01 08:42:00,4.8
TKT-00342,CUST-3123,2025-03-16 15:27:00,2025-03-19 21:54:00,Billing,,Critical,In Progress,Wrong amount billed,The promotional pricing I signed up for is not reflected in my latest bill.,Chat,Lisa Thompson,2025-03-16 15:40:00,,3.1
TKT-00343,CUST-1261,2025-02-27 21:45:00,2025-03-01 04:44:00,Billing,,Medium,Closed,Double charged for subscription,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Web,Lisa Thompson,2025-02-28 08:50:00,2025-02-28 13:32:00,2.4
TKT-00344,CUST-8030,2025-05-31 01:58:00,2025-06-01 11:05:00,Account Access,,Medium,Closed,Account verification failed,My account shows as suspended but I haven't violated any terms.,Email,James Wilson,2025-05-31 08:22:00,2025-05-31 17:22:00,3.0
TKT-00345,CUST-8386,2025-03-27 14:34:00,2025-03-30 08:22:00,Billing,,Critical,Open,Double charged for subscription,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Web,Anna Martinez,2025-03-27 15:52:00,,3.1
TKT-00346,CUST-3553,2025-04-18 10:34:00,2025-04-21 06:06:00,Billing,,Critical,Resolved,Unexpected fee on my account,I noticed an unexpected charge on my account this month. The amount doesn't match my subscription plan.,Chat,Mike Chen,2025-04-18 16:42:00,2025-04-20 16:18:00,4.2
TKT-00347,CUST-7598,2025-02-23 01:31:00,2025-02-23 19:36:00,Technical Issue,,Low,Open,App crashes on login,The export feature has stopped working since the last update. I get a 500 error.,Email,Emily Rodriguez,2025-02-23 07:55:00,,3.9
TKT-00348,CUST-7895,2025-02-28 00:56:00,2025-03-01 01:16:00,Technical Issue,,High,Resolved,Mobile app freeze,I've been experiencing slow loading times for the past week. Pages take over 30 seconds to load.,Web,Tom Baker,2025-02-28 12:47:00,2025-02-28 03:19:00,4.2
TKT-00349,CUST-9417,2025-04-14 15:08:00,2025-04-15 13:25:00,Account Access,,Medium,Resolved,Permission denied,My account shows as suspended but I haven't violated any terms.,Chat,Sarah Johnson,2025-04-14 21:58:00,2025-04-15 05:08:00,5.0
TKT-00350,CUST-9493,2025-05-03 02:34:00,2025-05-05 04:04:00,Account Access,,Medium,Resolved,Account suspended,My account shows as suspended but I haven't violated any terms.,Chat,Chris Lee,2025-05-03 04:48:00,2025-05-04 07:57:00,4.5
TKT-00351,CUST-5910,2025-01-22 05:59:00,2025-01-24 16:42:00,Shipping,,Low,Open,Package not delivered,I need to return an item but haven't received a shipping label after requesting one.,Email,Mike Chen,2025-01-22 12:31:00,,4.4
TKT-00352,CUST-8593,2025-01-21 00:50:00,2025-01-23 17:17:00,Technical Issue,,Medium,In Progress,System error occurred,I'm getting intermittent errors when trying to save my work. Data is being lost.,Chat,Mike Chen,2025-01-21 04:17:00,,5.0
TKT-00353,CUST-8512,2025-04-30 21:23:00,2025-05-03 06:16:00,Refund,,Critical,In Progress,Credit not applied,I was told I'd receive a full refund but only got a partial amount.,Phone,Sarah Johnson,2025-05-01 08:45:00,,1.0
TKT-00354,CUST-3702,2025-03-26 14:10:00,2025-03-29 10:11:00,Account Access,,Medium,Closed,Permission denied,The two-factor authentication codes from my authenticator app are not being accepted.,Phone,Anna Martinez,2025-03-26 14:59:00,2025-03-28 20:03:00,3.7
TKT-00355,CUST-7722,2025-05-15 18:30:00,2025-05-18 19:53:00,Technical Issue,,High,In Progress,Feature not working,The export feature has stopped working since the last update. I get a 500 error.,Email,Chris Lee,2025-05-15 20:34:00,,4.7
TKT-00356,CUST-9902,2025-03-04 12:47:00,2025-03-05 17:58:00,Subscription,,Low,Resolved,Cannot downgrade plan,I was charged for a subscription I cancelled 3 months ago. This needs to be refunded.,Chat,Tom Baker,2025-03-04 23:14:00,2025-03-04 18:25:00,3.8
TKT-00357,CUST-9686,2025-04-09 14:35:00,2025-04-12 09:56:00,Technical Issue,,Critical,Closed,Feature not working,The mobile app freezes frequently and I have to force close it to continue.,Email,James Wilson,2025-04-09 22:26:00,2025-04-12 01:56:00,3.1
TKT-00358,CUST-2167,2025-06-18 08:16:00,2025-06-20 08:18:00,Billing,,High,In Progress,Double charged for subscription,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Phone,Mike Chen,2025-06-18 09:47:00,,3.4
TKT-00359,CUST-2125,2025-03-29 07:02:00,2025-04-01 00:39:00,Billing,,Critical,Closed,Double charged for subscription,My invoice shows a different amount than what was agreed upon. Please review and correct.,Phone,Tom Baker,2025-03-29 08:35:00,2025-03-31 11:58:00,4.1
TKT-00360,CUST-2708,2025-04-20 14:20:00,2025-04-23 10:07:00,Shipping,,Low,In Progress,International shipping delay,The shipping address was changed without my authorization and the package went to the wrong location.,Chat,David Kim,2025-04-20 15:26:00,,3.3
TKT-00361,CUST-7331,2025-06-14 05:53:00,2025-06-15 05:30:00,Technical Issue,,Low,Open,Feature not working,I've been experiencing slow loading times for the past week. Pages take over 30 seconds to load.,Email,David Kim,2025-06-14 12:56:00,,4.3
TKT-00362,CUST-2665,2025-03-03 08:24:00,2025-03-04 06:14:00,Billing,,High,Closed,Wrong amount billed,The promotional pricing I signed up for is not reflected in my latest bill.,Email,Emily Rodriguez,2025-03-03 16:05:00,2025-03-03 13:26:00,3.8
TKT-00363,CUST-8859,2025-03-30 15:22:00,2025-04-01 19:32:00,Refund,,Medium,Open,Credit not applied,I was told I'd receive a full refund but only got a partial amount.,Email,James Wilson,2025-03-31 01:21:00,,4.7
TKT-00364,CUST-5010,2025-04-04 01:28:00,2025-04-06 21:24:00,Technical Issue,,High,Closed,API returning errors,The export feature has stopped working since the last update. I get a 500 error.,Phone,Sarah Johnson,2025-04-04 10:24:00,2025-04-06 04:31:00,2.9
TKT-00365,CUST-9136,2025-05-27 18:03:00,2025-05-30 01:07:00,Subscription,,High,In Progress,Features missing from plan,I was charged for a subscription I cancelled 3 months ago. This needs to be refunded.,Chat,Mike Chen,2025-05-27 21:01:00,,5.0
TKT-00366,CUST-9355,2025-05-30 09:53:00,2025-05-30 18:32:00,Refund,,Medium,In Progress,Refund amount incorrect,It's been over a month since I returned the defective product. No refund or update.,Phone,Tom Baker,2025-05-30 19:40:00,,2.9
TKT-00367,CUST-4765,2025-06-26 07:28:00,2025-06-28 08:32:00,Billing,,Medium,Open,Overcharge on my account,My invoice shows a different amount than what was agreed upon. Please review and correct.,Web,Anna Martinez,2025-06-26 12:20:00,,3.5
TKT-00368,CUST-9837,2025-04-19 02:06:00,2025-04-21 05:01:00,Account Access,,Medium,Open,Cannot change email,My account shows as suspended but I haven't violated any terms.,Email,David Kim,2025-04-19 13:49:00,,3.1
TKT-00369,CUST-3029,2025-03-04 14:14:00,2025-03-06 17:20:00,Technical Issue,,High,Resolved,Performance issues with dashboard,I've been experiencing slow loading times for the past week. Pages take over 30 seconds to load.,Web,Sarah Johnson,2025-03-04 22:08:00,2025-03-06 06:51:00,2.0
TKT-00370,CUST-6799,2025-06-25 10:48:00,2025-06-27 17:02:00,Refund,,Medium,Resolved,Refund denied unfairly,I returned my item 3 weeks ago but still haven't received my refund.,Phone,Chris Lee,2025-06-25 14:33:00,2025-06-27 10:57:00,2.8
TKT-00371,CUST-8991,2025-04-03 10:06:00,2025-04-06 17:03:00,Technical Issue,,High,Closed,Mobile app freeze,The mobile app freezes frequently and I have to force close it to continue.,Email,Anna Martinez,2025-04-03 16:58:00,2025-04-06 04:32:00,3.5
TKT-00372,CUST-9949,2025-04-02 23:26:00,2025-04-04 14:37:00,Subscription,,Medium,Open,Trial charged early,I tried to cancel my subscription but the cancel button is not working.,Email,Rachel Green,2025-04-03 04:10:00,,4.3
TKT-00373,CUST-1246,2025-03-26 08:15:00,2025-03-27 17:26:00,Technical Issue,,Medium,Resolved,System error occurred,I'm getting intermittent errors when trying to save my work. Data is being lost.,Phone,Mike Chen,2025-03-26 18:45:00,2025-03-26 20:23:00,2.3
TKT-00374,CUST-1046,2025-06-22 00:10:00,2025-06-24 02:30:00,Shipping,,Medium,Resolved,Tracking not updating,The tracking number provided is not updating and shows no movement for a week.,Phone,Anna Martinez,2025-06-22 02:27:00,2025-06-23 21:42:00,4.1
TKT-00375,CUST-1479,2025-04-07 15:32:00,2025-04-10 00:06:00,Billing,,Low,Resolved,Monthly bill too high,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Chat,Emily Rodriguez,2025-04-08 02:35:00,2025-04-09 01:22:00,3.0
TKT-00376,CUST-1232,2025-01-04 08:25:00,2025-01-07 20:42:00,Billing,,Medium,Open,Overcharge on my account,I noticed an unexpected charge on my account this month. The amount doesn't match my subscription plan.,Phone,Rachel Green,2025-01-04 08:46:00,,4.9
TKT-00377,CUST-1964,2025-05-23 01:20:00,2025-05-23 11:14:00,Technical Issue,,Medium,Resolved,Mobile app freeze,The application crashes every time I try to open the dashboard. I've tried clearing cache but it doesn't help.,Email,Chris Lee,2025-05-23 05:53:00,2025-05-23 06:20:00,3.9
TKT-00378,CUST-4820,2025-04-20 22:25:00,2025-04-21 20:58:00,Product Issue,,High,In Progress,Missing items in order,I ordered size Large but received a Medium. The label on the product says Medium.,Phone,Lisa Thompson,2025-04-21 03:29:00,,4.8
TKT-00379,CUST-6164,2025-02-01 07:41:00,2025-02-02 18:32:00,Billing,,Medium,Open,Charge after cancellation,I see a $49.99 charge but my plan should be $29.99. Please explain this discrepancy.,Email,Sarah Johnson,2025-02-01 08:45:00,,4.8
TKT-00380,CUST-5109,2025-06-01 23:39:00,2025-06-04 16:13:00,Product Issue,,Critical,In Progress,Product not as described,The product I received has visible damage. The box was intact but the item inside was cracked.,Chat,Rachel Green,2025-06-02 08:36:00,,3.1
TKT-00381,CUST-9607,2025-06-20 23:24:00,2025-06-24 01:07:00,Product Issue,,Medium,Closed,Color different from listing,The product stopped working after just two days of normal use.,Web,Sarah Johnson,2025-06-21 00:14:00,2025-06-23 12:27:00,4.4
TKT-00382,CUST-7410,2025-03-28 19:37:00,2025-04-01 05:01:00,Refund,,Low,Closed,Refund denied unfairly,I returned my item 3 weeks ago but still haven't received my refund.,Email,Mike Chen,2025-03-28 20:54:00,2025-03-31 15:00:00,4.4
TKT-00383,CUST-2694,2025-05-04 03:56:00,2025-05-05 21:56:00,Technical Issue,,High,Closed,Integration failing,The mobile app freezes frequently and I have to force close it to continue.,Email,James Wilson,2025-05-04 10:47:00,2025-05-05 16:19:00,3.6
TKT-00384,CUST-6986,2025-03-26 03:31:00,2025-03-26 12:04:00,Technical Issue,,High,Closed,Data sync not working,I'm getting intermittent errors when trying to save my work. Data is being lost.,Phone,David Kim,2025-03-26 08:58:00,2025-03-26 05:25:00,4.1
TKT-00385,CUST-6424,2025-04-04 10:44:00,2025-04-04 12:35:00,Technical Issue,,Critical,Resolved,Website not loading properly,I've been experiencing slow loading times for the past week. Pages take over 30 seconds to load.,Email,David Kim,2025-04-04 22:37:00,2025-04-04 11:52:00,2.0
TKT-00386,CUST-8602,2025-03-23 19:40:00,2025-03-26 07:48:00,Product Issue,,High,In Progress,Quality below expectations,Missing several components that were listed in the product description.,Phone,Anna Martinez,2025-03-24 02:58:00,,3.0
TKT-00387,CUST-5225,2025-06-11 18:31:00,2025-06-14 12:30:00,Billing,,High,Closed,Unexpected fee on my account,My invoice shows a different amount than what was agreed upon. Please review and correct.,Chat,Mike Chen,2025-06-12 00:56:00,2025-06-13 14:28:00,4.3
TKT-00388,CUST-3391,2025-02-17 15:05:00,2025-02-19 13:34:00,Technical Issue,,High,Open,App crashes on login,The export feature has stopped working since the last update. I get a 500 error.,Email,Tom Baker,2025-02-17 15:10:00,,3.5
TKT-00389,CUST-1293,2025-04-20 13:34:00,2025-04-21 10:11:00,Technical Issue,,Medium,In Progress,Website not loading properly,I'm getting intermittent errors when trying to save my work. Data is being lost.,Web,Chris Lee,2025-04-20 14:37:00,,4.5
TKT-00390,CUST-8919,2025-04-11 18:06:00,2025-04-13 04:01:00,Billing,,High,Resolved,Double charged for subscription,I noticed an unexpected charge on my account this month. The amount doesn't match my subscription plan.,Chat,Emily Rodriguez,2025-04-11 22:11:00,2025-04-13 03:33:00,5.0
TKT-00391,CUST-5579,2025-03-31 10:33:00,2025-04-01 01:20:00,Product Issue,,High,Resolved,Size mismatch,The product stopped working after just two days of normal use.,Phone,Emily Rodriguez,2025-03-31 14:50:00,2025-03-31 16:39:00,3.4
TKT-00392,CUST-5040,2025-06-04 23:19:00,2025-06-06 12:10:00,Technical Issue,,Medium,Closed,Memory leak in application,I've been experiencing slow loading times for the past week. Pages take over 30 seconds to load.,Phone,Anna Martinez,2025-06-05 10:46:00,2025-06-06 04:07:00,2.0
TKT-00393,CUST-6009,2025-02-24 13:25:00,2025-02-26 19:09:00,Product Issue,,Low,In Progress,Quality below expectations,The product stopped working after just two days of normal use.,Email,Anna Martinez,2025-02-24 15:17:00,,5.0
TKT-00394,CUST-5560,2025-01-24 04:35:00,2025-01-26 17:02:00,Subscription,,Low,Open,Cannot downgrade plan,I upgraded my plan but I'm still being charged the old rate AND the new rate.,Chat,Mike Chen,2025-01-24 13:09:00,,1.5
TKT-00395,CUST-5674,2025-06-14 00:46:00,2025-06-16 00:21:00,Technical Issue,,Low,Closed,API returning errors,I've been experiencing slow loading times for the past week. Pages take over 30 seconds to load.,Phone,Anna Martinez,2025-06-14 11:29:00,2025-06-15 17:49:00,3.5
TKT-00396,CUST-8932,2025-03-10 11:00:00,2025-03-13 12:48:00,Shipping,,Low,Resolved,Package not delivered,My order was supposed to arrive 5 days ago but tracking still shows it's in transit.,Email,James Wilson,2025-03-10 12:12:00,2025-03-13 05:46:00,5.0
TKT-00397,CUST-8545,2025-05-01 13:51:00,2025-05-04 12:04:00,Product Issue,,Medium,Resolved,Missing items in order,I ordered size Large but received a Medium. The label on the product says Medium.,Chat,Lisa Thompson,2025-05-02 00:24:00,2025-05-04 08:10:00,2.1
TKT-00398,CUST-1579,2025-06-10 21:57:00,2025-06-13 15:03:00,Technical Issue,,Medium,Closed,API returning errors,The application crashes every time I try to open the dashboard. I've tried clearing cache but it doesn't help.,Email,Anna Martinez,2025-06-11 00:34:00,2025-06-13 09:41:00,3.9
TKT-00399,CUST-8819,2025-06-28 17:00:00,2025-07-01 13:42:00,Account Access,,Critical,Resolved,Permission denied,I can't access my account even though I'm using the correct credentials.,Web,Anna Martinez,2025-06-28 22:43:00,2025-06-30 15:33:00,3.2
TKT-00400,CUST-1862,2025-02-17 19:13:00,2025-02-19 10:14:00,Technical Issue,,Medium,Resolved,Mobile app freeze,I'm getting intermittent errors when trying to save my work. Data is being lost.,Email,Mike Chen,2025-02-17 21:49:00,2025-02-19 05:07:00,4.7
